x,y,z
0.01,-4.99,-0.01
0.06,-10.01,5.00
9.97,14.98,-0.01
5.99,-0.04,0.00
-9.99,9.99,5.01
0.11,9.98,14.93
-15.07,9.88,-0.04
-0.05,-0.02,0.00
-9.94,-10.12,10.03
9.98,-0.01,-0.02
-9.98,-10.03,5.02
9.95,10.03,0.01
-0.03,10.05,0.01
-10.04,9.93,0.01
-0.04,10.04,0.02
-1.02,9.60,15.24
9.99,9.97,-0.00
9.95,10.04,0.00
-4.99,-0.12,9.97
-10.04,9.93,0.01
14.98,9.99,-0.12
0.00,15.04,0.00
14.98,9.99,-0.11
10.04,0.04,5.03
-0.05,-0.02,0.00
9.99,-10.04,0.01
9.88,-10.09,4.99
0.08,-10.05,0.01
-10.03,-9.95,0.00
-10.04,9.94,0.01
9.94,-10.04,0.01
5.98,-0.04,0.00
-14.94,4.96,-0.03
-0.05,-0.02,0.00
0.05,-10.03,4.99
9.94,10.02,0.01
-0.04,10.04,0.02
-0.05,-0.02,0.00
4.77,-4.96,0.00
-10.04,9.94,0.01
-0.01,0.14,5.00
10.03,0.05,9.96
-9.89,0.11,14.98
-0.05,-0.02,0.00
0.02,-10.04,-0.01
-9.99,-10.03,5.02
-5.02,14.99,-0.00
9.95,10.04,0.00
9.88,-10.09,4.98
-10.03,0.02,-0.00
5.00,-15.00,0.06
14.91,-15.02,0.05
0.06,-10.01,5.01
-10.09,5.03,0.05
-15.02,-9.92,-0.01
9.99,-10.04,0.01
-10.11,-0.17,9.99
9.99,9.98,4.99
0.01,-4.99,-0.02
-0.04,10.05,5.00
-9.99,9.99,5.01
-0.10,-0.06,5.00
-10.02,-9.96,-0.00
0.02,-10.04,-0.01
-0.04,10.04,0.02
20.10,-0.03,-0.04
10.01,0.03,5.04
-9.95,0.09,10.01
-5.00,-5.09,14.99
0.00,-0.01,9.99
9.98,-0.01,-0.02
-10.06,9.95,0.01
0.01,-5.00,-0.02
-9.99,9.98,5.00
-10.03,0.02,-0.00
9.99,0.12,9.98
14.94,14.97,-0.04
-0.28,-0.04,9.94
10.04,-10.02,0.01
-10.03,0.02,-0.00
20.09,-0.03,-0.03
0.15,-10.22,14.94
9.98,10.03,-0.00
-10.04,-9.96,-0.00
-10.03,0.02,-0.00
-5.00,0.14,10.00
4.94,5.13,-0.00
10.01,9.95,4.98
9.98,-0.01,-0.02
4.78,-4.97,0.00
-0.10,14.83,15.06
-0.06,5.01,0.02
5.05,-15.01,0.09
10.02,-10.11,14.94
10.05,-0.01,5.04
9.96,-10.04,0.01
-0.10,-0.06,5.00
-14.93,14.99,0.01
-0.10,-0.06,5.00
-10.03,9.89,0.01
0.11,-10.06,0.01
-0.10,-0.06,5.00
-9.95,-10.06,10.02
-9.96,-5.07,0.02
0.10,-10.06,0.01
-5.07,-0.00,0.01
9.94,-10.04,0.01
-0.05,-0.02,0.00
-0.04,10.05,0.02
-0.05,-0.02,0.00
-5.04,5.11,10.09
-0.05,-0.02,0.00
10.06,-0.03,9.96
-5.06,-0.00,0.01
14.87,-5.01,-0.00
-0.05,-0.02,0.00
9.99,0.12,9.98
-10.02,-9.96,-0.00
9.94,10.02,0.01
0.11,-10.06,0.01
-0.00,-5.02,15.01
0.11,-10.06,0.01
10.00,0.12,9.97
9.99,0.12,9.98
9.94,10.02,0.01
4.94,5.13,-0.00
0.28,5.26,9.97
-9.98,-5.10,0.01
-10.03,-9.95,0.00
0.06,-10.02,5.00
-5.04,0.00,0.02
0.00,15.04,0.01
9.99,9.99,4.98
5.98,-0.04,0.00
9.96,-10.03,-0.01
9.98,-0.01,-0.02
-10.03,-9.96,0.00
-10.04,9.93,0.01
9.99,9.99,4.98
0.15,-9.95,14.98
-10.02,-9.96,-0.00
9.96,10.05,0.00
9.98,10.03,-0.00
-0.04,10.04,0.02
-10.03,0.02,0.00
-10.07,-0.07,5.02
-9.99,9.99,5.01
9.98,-9.99,9.98
-9.94,-0.01,14.97
-0.04,10.04,0.02
-10.07,-0.06,5.02
-5.07,-0.00,0.01
9.94,10.03,0.01
-9.95,-10.06,10.02
9.94,-10.04,-0.01
-10.09,5.03,0.05
9.99,9.99,4.98
9.99,-0.00,-0.02
0.01,-5.00,-0.02
-10.03,-9.96,-0.00
-5.22,-0.18,14.90
-0.05,-0.02,0.00
-10.02,-9.96,-0.00
-10.07,-0.06,5.02
5.36,-0.10,0.08
10.07,5.05,-0.04
-0.10,8.12,10.03
4.85,-0.24,15.00
-10.07,-0.06,5.02
-10.07,-10.03,-0.02
-10.05,9.94,0.01
-10.03,0.02,-0.00
0.12,-10.06,0.01
-10.03,0.02,-0.00
-10.03,0.02,-0.00
-0.04,10.04,0.02
-10.00,-4.98,-0.06
-9.99,9.99,5.00
-10.07,9.97,0.01
9.96,-10.03,-0.01
9.94,-10.04,0.01
-0.03,10.05,0.01
-0.10,-0.06,5.00
0.01,-5.00,-0.02
10.00,9.96,4.99
-10.00,9.73,0.01
9.97,-9.99,9.98
-0.05,-0.02,0.00
9.91,-10.04,-0.01
9.95,-10.04,0.01
-0.04,10.05,0.02
9.98,-0.01,-0.02
-10.03,0.02,-0.00
9.96,-10.04,0.01
-10.03,-9.95,0.00
-0.04,10.04,0.02
0.10,-10.06,0.01
-0.11,-0.04,5.01
-0.08,-10.00,-0.01
-9.99,9.98,5.00
-10.07,-0.07,5.02
0.06,-10.02,5.02
9.97,0.09,5.00
4.90,-0.11,4.99
-0.05,-0.02,0.00
4.94,5.13,-0.00
-10.04,9.94,0.01
-10.03,0.02,-0.00
-5.04,0.00,0.02
-10.08,-0.03,4.98
0.00,15.04,0.01
9.97,0.09,5.01
4.92,4.97,14.89
-0.06,10.04,10.03
-0.05,-0.02,0.00
10.01,0.10,9.97
-0.07,-10.00,-0.01
9.94,10.02,0.01
4.91,10.06,0.01
9.94,-10.04,0.01
-0.04,10.05,0.02
-4.92,-5.00,9.99
0.36,-10.06,-0.02
9.94,10.03,0.01
-0.10,-0.06,5.00
9.98,-10.04,0.01
-9.99,9.98,5.00
-10.00,10.03,10.02
-0.05,-0.02,0.00
9.96,-5.08,-0.03
9.99,9.98,4.99
-10.08,9.57,0.01
-0.05,-0.02,0.00
4.92,10.06,0.01
-0.06,5.01,0.02
9.98,-0.01,-0.02
-0.04,10.04,0.02
-10.03,-5.10,-0.02
-10.04,9.94,0.01
9.97,-10.04,0.02
-0.08,5.01,0.03
-9.98,-10.03,5.02
-9.99,10.00,5.01
0.06,-10.01,5.01
0.05,4.95,-0.03
-0.05,10.04,5.00
5.05,-15.01,0.09
-10.02,-9.96,-0.00
-0.02,10.03,5.00
9.84,9.87,15.13
-10.07,-0.06,5.02
4.77,-4.96,0.00
5.31,-0.11,0.10
9.99,0.13,9.98
9.95,9.99,9.97
9.94,-10.04,0.01
-14.95,4.97,-0.02
0.10,-10.06,0.01
-10.07,-0.06,5.02
9.95,-10.04,0.01
-0.05,-0.02,0.00
-0.02,10.05,5.01
0.06,4.97,-0.03
-0.04,10.04,0.02
-0.05,-0.02,0.00
9.94,-10.04,0.01
-4.98,-14.97,0.03
-5.09,-10.01,-0.02
10.40,-14.97,-0.31
-9.99,-10.00,5.02
-5.07,-0.00,0.01
-10.02,-9.94,0.00
-10.09,5.03,0.05
9.95,10.02,0.00
-10.05,9.94,0.01
-5.06,-0.00,0.01
-14.92,-15.03,0.07
9.98,-0.01,-0.02
-0.05,-0.02,0.00
4.94,5.13,-0.00
-10.00,14.98,0.02
-14.81,-0.12,5.01
-0.05,-0.02,0.00
-14.92,-15.03,0.07
9.94,-10.04,0.01
-10.03,0.02,-0.00
9.97,-10.03,-0.01
9.99,9.99,4.98
-0.09,-0.02,5.04
9.85,-10.09,4.95
5.98,-0.04,0.00
9.95,10.02,0.01
0.00,15.04,0.00
9.95,10.04,0.00
9.96,10.05,0.00
-10.03,0.02,-0.00
-10.03,0.02,-0.00
-5.02,15.00,-0.00
9.99,-10.04,0.01
-10.03,9.80,0.01
-0.04,10.05,0.02
9.98,-0.01,-0.02
0.01,-5.00,-0.02
-10.08,-10.07,15.03
-10.07,-0.07,5.02
0.02,-10.04,-0.01
-9.95,9.84,15.00
-5.08,-10.00,-0.02
-10.05,9.94,0.01
-10.04,-9.96,-0.00
9.97,-9.99,9.98
9.98,-0.01,-0.02
-5.06,-0.00,0.01
-10.07,-0.06,5.02
-0.04,10.05,0.02
-0.11,-10.00,-0.01
-10.03,0.02,-0.00
0.06,-10.01,4.99
-10.03,0.02,-0.00
9.99,9.98,4.99
-10.03,0.02,0.00
9.95,10.02,0.01
-10.02,-9.96,-0.00
-10.03,0.02,0.00
-9.95,0.09,10.01
-10.01,14.97,0.02
0.05,-10.01,4.99
14.95,0.02,-0.03
-0.05,-0.02,0.00
-0.09,-10.00,-0.01
0.28,5.26,9.97
-10.09,5.03,0.05
9.98,9.96,0.01
14.87,-5.01,-0.00
9.95,10.04,0.00
-4.98,-14.97,0.03
9.99,-0.00,-0.02
5.98,-0.04,0.00
-10.04,9.94,0.01
-10.03,-9.95,0.00
-5.02,0.03,5.02
-10.03,0.02,-0.00
-9.99,-10.04,5.02
-0.09,19.92,-0.05
-10.08,9.57,0.01
9.98,-9.99,9.98
-10.03,0.02,-0.00
-0.05,-0.02,0.00
-0.05,-0.02,0.00
-10.00,-4.98,-0.06
0.01,-4.99,-0.01
14.98,0.04,-0.03
9.97,10.05,-0.00
-9.95,0.09,10.01
-10.03,0.02,-0.00
0.10,-10.06,0.01
-0.04,10.04,0.02
-10.03,9.89,0.01
0.21,-9.92,4.98
9.97,-10.03,-0.01
4.93,4.99,5.03
-0.05,-0.02,0.00
-5.07,-0.00,0.01
-10.05,9.94,0.01
-15.02,-0.01,-0.02
10.06,-0.02,5.04
9.98,-0.01,-0.02
9.99,9.99,4.98
9.97,10.04,0.00
0.04,-15.13,15.02
9.88,-10.09,4.99
0.01,-15.07,5.00
0.00,15.04,0.01
0.06,-10.02,5.00
9.94,-10.04,0.01
-10.03,-9.96,-0.00
0.06,-10.01,5.02
-0.04,10.04,0.02
-10.00,10.03,10.02
-0.04,10.04,0.02
9.88,-10.09,4.99
-0.05,-0.02,0.00
-0.06,5.01,0.02
-10.03,-9.96,-0.00
-15.05,9.85,-0.05
9.95,10.03,0.01
-0.07,-10.00,-0.01
9.94,-10.04,0.01
-0.05,10.04,10.02
-0.02,4.93,4.85
-10.03,0.02,-0.00
9.94,10.02,0.01
-5.14,5.08,0.02
0.06,-10.01,5.00
-0.05,-0.02,0.00
-9.95,-10.09,10.02
-10.03,0.02,-0.00
-10.04,-0.19,10.02
-10.04,9.94,0.01
15.10,-0.19,15.02
-0.05,-0.02,0.00
9.98,-0.01,-0.02
-10.03,0.02,-0.00
9.95,10.03,0.01
-0.05,-0.02,0.00
9.96,-10.04,0.01
-14.83,0.05,14.96
-10.07,-0.16,10.02
-0.04,10.05,5.00
-15.02,-0.01,-0.02
-5.06,0.00,0.01
-5.06,-0.00,0.01
-0.03,10.05,0.01
-5.08,-5.25,14.93
-9.99,-10.04,5.02
0.01,-4.99,-0.02
-10.02,-9.96,-0.00
-10.12,-10.02,15.04
9.88,-10.09,4.99
-15.04,9.85,-0.05
9.95,-10.04,0.01
-9.95,-10.07,10.02
-14.94,4.96,-0.03
9.87,-10.09,4.98
0.09,-10.06,0.01
-10.05,9.94,0.01
14.87,-5.02,0.00
-19.98,0.04,-0.02
14.99,0.05,-0.03
9.94,-10.04,0.01
-9.99,9.99,5.00
-0.04,10.05,0.02
-5.01,0.02,10.01
9.94,-10.04,0.01
-5.06,-0.00,0.01
5.99,-0.04,0.00
0.10,-10.06,0.01
10.00,-0.02,5.06
0.15,-10.22,14.94
-10.07,9.97,0.01
-0.15,-0.10,9.99
-10.06,9.95,0.01
-10.03,0.02,0.00
10.07,-10.16,14.92
-14.83,-0.03,9.97
4.95,15.07,-0.02
9.98,-0.01,-0.02
0.01,-5.00,-0.02
4.92,10.06,0.01
-0.05,-0.02,0.00
-10.04,9.94,0.01
-0.05,10.03,0.02
-9.87,-9.93,15.00
4.98,5.05,10.01
-0.02,4.93,4.85
0.01,-10.01,-0.01
0.02,-10.03,0.02
-0.05,-0.02,0.00
-0.04,10.04,5.00
0.01,-4.98,-0.01
10.07,-0.03,5.05
-0.02,10.04,5.00
1.20,-10.06,-0.00
0.01,-4.99,-0.02
0.02,-4.99,15.01
9.94,-10.04,0.01
-10.04,9.93,0.01
-9.93,9.93,10.19
9.99,0.13,9.98
-10.04,9.94,0.01
-10.07,9.97,0.01
9.94,10.02,0.01
-10.03,-9.96,0.00
0.02,-10.04,-0.01
10.05,-10.15,14.92
-10.03,0.02,-0.00
-9.97,-10.02,5.03
-9.98,-10.03,5.02
-10.02,-9.96,-0.00
9.96,9.98,9.98
-0.05,-0.02,0.00
-10.03,0.02,-0.00
9.85,-10.09,4.95
-10.04,9.94,0.01
-0.05,-0.02,0.00
-10.04,9.94,0.01
-9.93,-10.09,5.02
9.95,-10.04,0.01
-0.04,10.04,0.02
-10.03,0.02,-0.00
0.07,-9.96,14.99
-0.05,10.05,10.02
0.03,-10.01,-0.01
-10.03,0.02,-0.00
-0.05,-0.02,0.00
9.87,-10.09,4.97
-5.05,5.05,15.02
-9.95,-10.06,10.02
10.05,0.04,5.02
4.89,-5.05,10.00
9.93,-10.04,-0.01
9.95,9.98,9.97
10.07,5.05,-0.04
-0.10,-0.07,9.98
0.10,-10.06,0.01
-14.93,14.98,0.01
-0.05,-0.02,0.00
-9.94,9.98,10.12
-10.03,0.02,0.00
-0.05,-0.02,0.00
0.05,-9.96,14.99
-10.11,-0.23,10.01
-0.04,10.04,0.02
-10.02,-9.96,-0.00
-0.05,-0.02,0.00
-10.09,-9.94,4.93
9.96,-10.04,0.01
-10.04,9.94,0.01
0.10,-10.06,0.01
-10.03,-9.96,0.00
4.94,5.13,-0.00
9.95,10.04,0.00
-9.99,-10.00,5.02
-9.98,-10.03,5.02
-10.03,-9.95,0.00
-9.98,-10.03,5.02
9.98,-0.01,-0.02
-0.05,-0.02,0.00
-9.93,-10.09,5.02
14.98,9.99,-0.11
-9.93,10.02,14.95
-9.99,-10.03,5.02
-9.99,9.98,5.00
-10.04,-4.96,-0.07
-0.06,-10.00,-0.01
-10.02,-9.96,-0.00
-10.04,9.94,0.01
9.84,10.02,15.05
15.10,-0.19,15.03
-9.98,10.02,10.04
-5.08,5.05,-0.02
9.95,10.04,0.00
-0.02,19.97,-0.01
-0.10,-0.07,9.98
-10.03,0.02,-0.00
9.94,10.02,0.01
9.94,10.02,0.01
-9.74,-10.02,15.01
9.87,-10.09,4.98
9.98,-0.01,-0.02
-0.02,10.05,5.01
-0.08,10.01,10.05
-10.03,0.02,-0.00
-0.04,10.05,0.02
-10.05,9.94,0.01
-10.03,0.02,-0.00
0.11,-10.06,0.01
9.95,10.02,0.01
9.97,14.98,-0.01
5.98,-0.04,0.00
9.99,9.98,4.99
5.99,-0.04,0.00
9.94,-10.04,0.01
0.08,-10.06,0.01
-0.05,10.04,5.00
0.10,-10.00,9.96
0.12,-10.06,0.01
9.94,-10.04,0.01
4.94,5.00,10.00
-9.99,-4.99,-0.06
5.36,-0.10,0.08
-14.95,4.96,-0.03
-1.06,9.59,15.24
-10.05,-15.03,0.04
-10.09,5.03,0.05
0.12,-10.06,0.01
10.00,9.83,5.00
-0.14,-20.02,0.03
-9.98,-10.01,5.02
9.95,10.03,0.01
0.06,-10.02,4.99
-10.03,0.02,-0.00
9.98,-0.01,-0.02
9.96,10.05,0.00
-10.03,0.02,-0.00
-10.03,-4.97,-0.07
9.98,-0.01,-0.02
-10.02,-9.96,-0.00
-9.99,10.00,5.01
9.94,10.02,0.01
9.97,-9.99,9.97
9.86,-10.09,4.95
9.97,10.05,-0.00
9.94,-10.04,0.01
-5.06,-0.00,0.02
14.98,9.98,-0.11
-10.00,14.98,0.02
-14.92,-15.03,0.07
-0.10,-0.06,5.00
-10.06,-10.02,-0.02
9.99,9.97,0.00
0.39,0.33,15.01
-10.03,-9.96,0.00
-10.03,-4.97,-0.07
-10.03,-9.95,0.00
-5.00,0.14,9.99
0.11,-10.06,0.01
9.94,-10.04,0.01
-10.07,-0.07,5.02
5.01,5.06,10.01
9.94,10.03,0.01
-0.04,10.05,5.00
0.12,-10.06,0.01
-10.00,10.03,10.02
9.95,10.03,0.01
-0.05,-0.02,0.00
-10.00,-4.98,-0.06
5.07,-4.97,15.02
-10.06,-0.01,4.99
-19.98,0.04,-0.02
0.01,-4.98,-0.01
-0.06,-0.07,9.98
9.98,-0.01,-0.02
9.94,-10.04,0.01
-0.05,10.05,10.02
-9.93,9.95,10.17
-5.07,-0.00,0.01
-10.03,0.02,-0.00
9.85,-10.09,4.95
-10.04,9.79,0.01
0.03,-10.01,-0.01
9.94,-10.04,0.01
-0.06,5.01,0.02
0.10,-10.06,0.01
-0.06,5.01,0.02
-10.05,-15.03,0.04
-0.11,10.12,5.04
-4.88,10.11,0.01
-10.03,0.02,-0.00
-0.10,-0.06,5.00
4.92,4.99,5.03
10.39,-14.96,-0.31
9.97,10.03,0.00
-10.04,9.84,0.01
-0.04,10.05,0.01
9.98,-0.01,-0.02
-10.03,-9.96,0.00
9.98,-0.01,-0.02
-4.99,-5.02,-0.06
9.95,-5.06,-0.02
0.03,-10.01,-0.01
-10.07,-0.06,5.02
-9.94,-10.13,10.03
9.94,10.02,0.01
-0.10,-0.06,5.00
-0.05,-0.02,0.00
-0.05,-0.02,0.00
-4.99,-5.02,-0.06
-10.00,10.03,10.02
-0.05,-0.02,0.00
-0.08,5.01,0.03
9.95,10.02,0.01
9.86,-10.09,4.96
9.98,10.05,-0.00
9.99,9.99,4.99
-10.02,-9.96,-0.00
9.97,-10.04,0.01
-10.13,-9.99,4.94
10.02,0.04,5.03
-9.97,-5.08,0.02
-10.02,-9.96,-0.00
10.07,5.05,-0.04
-0.05,-5.16,9.97
-10.05,9.94,0.01
-15.03,9.83,-0.05
9.94,-10.04,0.01
9.85,-10.09,4.95
5.98,-0.04,0.00
-0.06,5.01,0.02
-10.03,0.02,-0.00
9.96,-10.04,0.01
-10.12,-0.15,9.99
0.06,-10.02,5.00
-9.94,10.02,14.96
4.93,-0.18,15.01
-0.05,10.03,0.02
-9.99,9.97,5.00
9.99,9.99,4.98
4.90,-4.96,5.01
-10.02,-9.96,-0.00
-9.99,9.99,5.00
10.24,0.09,14.98
-9.98,-5.10,0.01
9.95,10.03,0.01
-4.90,4.95,5.02
-0.06,5.01,0.02
0.02,-10.04,-0.01
5.98,-0.04,0.00
-10.00,10.03,10.02
9.98,-0.01,-0.02
-14.92,-15.03,0.07
9.95,10.04,0.00
-0.04,10.04,0.02
-10.09,9.57,0.01
-10.07,-10.01,9.97
-0.05,10.05,10.02
9.94,10.02,0.01
-1.80,9.53,15.30
-15.02,-0.01,-0.02
-5.06,0.00,0.02
4.92,5.01,5.00
9.94,-10.04,0.01
9.98,-0.01,-0.02
-9.95,0.09,10.01
-10.07,-0.07,5.02
-10.04,9.94,0.01
5.98,-0.04,0.00
5.05,-15.01,0.09
-10.12,-9.98,4.93
-10.02,-9.94,0.00
-15.05,9.86,-0.04
-10.05,9.94,0.01
10.08,-9.95,15.00
-5.07,-0.00,0.01
9.94,10.03,0.01
-0.02,10.04,5.00
-0.05,-0.02,0.00
14.87,-5.01,-0.00
-0.05,-0.02,0.00
9.98,-0.01,-0.02
-9.75,9.79,15.30
-14.92,-15.03,0.07
-10.05,9.94,0.01
-0.10,-0.06,5.00
-5.06,-0.00,0.01
10.02,-10.11,14.94
-0.05,-0.02,0.00
-9.99,-10.04,5.02
-10.03,-9.95,0.00
10.13,5.09,-0.04
-10.03,0.02,-0.00
10.08,5.06,-0.04
-10.03,0.02,-0.00
9.95,10.03,0.01
0.09,-10.06,0.01
-9.95,0.09,10.01
9.94,10.03,0.01
-14.91,15.01,0.01
-10.04,9.94,0.01
9.95,10.04,0.00
-0.08,-4.84,5.01
0.05,-10.04,0.02
9.95,10.02,0.00
-10.00,10.03,10.02
10.13,0.24,15.00
10.00,9.97,4.97
-5.00,5.07,10.01
4.97,-15.02,0.05
-10.03,0.02,-0.00
9.98,-0.01,-0.02
0.11,-10.06,0.01
10.42,-14.97,-0.31
-0.06,5.01,0.03
0.03,-10.01,-0.01
-0.05,-0.02,0.00
-9.99,9.99,5.00
10.07,-10.02,0.01
9.98,-0.01,-0.02
-9.99,9.99,5.00
-5.22,-0.18,14.90
9.97,-9.99,9.97
-9.97,-0.06,15.00
-10.13,-10.00,4.95
-10.04,9.90,0.01
1.20,-10.06,-0.00
14.87,-5.02,-0.00
-9.98,-10.01,5.02
1.17,-10.06,-0.01
0.06,4.97,-0.03
-0.04,10.04,0.02
-14.93,4.96,-0.03
9.94,10.02,0.01
9.98,-0.01,-0.02
-10.05,9.94,0.01
9.96,-5.08,-0.03
-5.00,10.07,0.02
-9.99,9.98,5.00
-10.03,9.80,0.01
0.01,-4.99,-0.02
9.97,-10.04,0.01
9.98,-0.01,-0.02
9.99,-0.00,-0.02
-14.92,-15.03,0.07
-0.05,-0.02,0.00
0.02,-10.05,-0.01
9.95,10.04,0.00
-10.03,0.02,0.00
-10.05,-9.98,-0.01
0.06,-10.02,5.00
-5.07,-0.00,0.01
9.94,10.02,0.01
-10.04,9.93,0.01
-5.09,-10.01,-0.02
9.95,-5.06,-0.01
-0.08,-0.06,9.98
-0.09,5.02,0.03
-5.00,-5.00,4.98
0.06,-10.02,5.00
0.01,-4.98,-0.01
10.05,0.04,5.02
-15.02,-0.01,-0.01
-15.05,9.87,-0.04
-0.05,-0.02,0.00
10.03,0.12,4.98
4.94,4.99,5.05
-0.09,-0.02,5.03
-0.07,-10.00,-0.01
-10.03,0.02,-0.00
-10.03,0.02,-0.00
0.06,0.02,10.00
-9.98,-10.01,5.02
4.93,4.99,5.05
9.94,-10.04,0.01
-10.05,9.94,0.01
9.98,-0.01,-0.02
10.41,-14.97,-0.31
-10.04,9.94,0.01
-14.83,-0.05,9.96
-9.99,9.98,5.00
-5.02,15.00,-0.00
-0.00,-15.02,0.01
-0.04,10.04,0.02
0.01,-5.00,-0.02
10.05,0.04,5.02
9.94,-10.04,0.01
-10.03,-4.94,-0.00
4.95,5.01,10.00
-4.95,-14.98,0.02
-10.06,-15.03,0.04
-15.02,-0.01,-0.02
4.95,15.06,-0.01
-0.11,4.89,15.06
-10.07,-0.06,5.02
-10.05,9.94,0.01
0.03,-10.01,-0.01
0.01,-10.01,-0.01
-10.02,-9.96,-0.00
9.98,10.05,-0.00
0.11,-10.06,0.01
5.27,-0.12,0.10
-10.06,-15.03,0.04
-9.99,10.00,10.06
14.96,15.02,-0.04
-0.05,-0.02,0.00
9.98,-0.01,-0.02
9.94,-10.04,0.01
14.94,0.02,-0.03
0.17,-9.93,4.99
0.06,-10.02,4.99
-0.04,10.04,0.02
-14.83,-0.11,5.01
-4.99,10.08,0.01
-10.03,0.02,-0.00
-10.05,9.94,0.01
5.05,-5.00,15.03
-9.98,-10.03,5.02
-9.89,-10.14,5.02
9.95,10.03,0.00
10.08,0.02,5.01
-10.06,9.95,0.01
20.10,-0.03,-0.03
-9.99,9.97,5.00
9.94,9.99,9.97
0.01,-4.99,-0.01
0.01,-5.00,-0.02
-0.07,-10.00,-0.01
14.98,9.95,-0.06
-10.03,-9.95,0.00
-5.06,0.00,0.02
-0.41,1.63,9.48
-5.07,-0.00,0.01
-10.04,9.95,0.01
-0.11,-0.04,5.02
-0.05,-0.02,0.00
-9.99,-10.00,5.02
0.07,-9.98,14.99
-10.02,14.98,0.02
9.98,-0.01,-0.02
-10.09,5.03,0.05
9.98,-0.01,-0.02
9.95,10.02,0.01
9.94,10.02,0.01
0.01,-15.07,5.00
0.01,-5.00,-0.02
-10.03,-9.95,0.00
-0.05,-0.02,0.00
-10.01,-4.97,-0.07
9.94,10.02,0.01
-9.99,9.99,5.00
0.03,-10.01,-0.01
0.06,-10.02,5.00
-10.03,0.02,-0.00
9.94,10.02,0.01
5.05,-15.01,0.09
-0.04,10.04,0.02
-10.04,9.94,0.01
0.13,-9.94,5.00
-5.07,-0.00,0.01
9.98,-9.99,9.98
0.02,-10.04,-0.01
-10.00,10.03,10.02
-10.03,-9.96,0.00
0.10,-10.00,9.96
-0.05,-0.02,0.00
5.98,-0.04,0.00
1.20,-10.06,-0.00
-5.08,-10.00,-0.02
9.98,-0.01,-0.02
9.96,-5.08,-0.03
9.82,9.96,15.00
-5.00,-5.00,4.98
0.13,-10.07,0.01
-10.04,9.94,0.01
9.94,-10.04,0.01
-0.05,-0.02,0.00
-4.87,10.12,0.00
-0.02,10.05,5.01
9.97,10.03,0.00
5.98,-0.04,0.00
9.96,-10.03,-0.01
9.94,-10.04,0.01
-0.05,-0.02,0.00
-10.02,-9.96,-0.00
-0.06,5.01,0.02
-9.96,-5.00,-0.06
9.98,-0.01,-0.02
-10.03,-9.95,0.00
-0.00,-0.23,15.02
-10.07,-0.06,5.02
-10.04,-4.94,-0.00
0.02,-14.99,0.01
1.00,-10.02,-0.02
-5.09,-5.25,14.92
-10.03,0.02,0.00
-10.06,-10.02,-0.02
4.95,15.06,-0.01
-10.05,9.94,0.01
-10.07,-0.06,5.02
9.99,9.97,-0.00
-0.05,10.04,10.03
0.06,-9.96,14.99
-10.03,0.02,-0.00
10.05,-10.02,0.01
-10.03,0.02,-0.00
