x,y,z
-1.55,-2.40,4.91
-5.52,-2.92,5.54
1.39,0.89,5.00
-0.34,-0.50,4.82
1.21,0.89,5.00
0.35,0.02,5.63
0.18,0.02,5.00
1.04,0.54,6.17
1.04,0.37,6.08
0.35,5.05,9.95
-0.86,4.70,8.51
-0.34,5.39,6.08
2.77,9.03,6.53
-2.93,5.74,6.62
2.25,0.89,6.26
0.35,0.37,5.00
0.70,0.72,4.91
2.08,1.76,5.00
-1.55,-1.02,4.19
0.52,0.72,5.00
1.21,0.37,6.53
0.18,0.02,5.00
0.01,0.02,5.00
0.18,0.02,5.00
0.52,0.54,7.25
0.70,0.54,6.62
0.87,0.20,7.88
2.25,1.58,6.98
0.52,0.54,5.00
0.87,0.37,5.45
1.04,0.54,6.17
-4.49,-5.35,8.60
-1.72,-2.58,8.60
-2.59,-1.19,5.72
-6.04,-7.77,3.65
-2.93,-1.36,1.58
-0.69,-0.67,0.77
0.70,0.72,0.86
-1.72,-3.61,0.50
0.87,0.72,0.05
-1.03,-0.15,4.28
0.87,0.54,5.81
-0.69,0.02,5.36
1.39,0.37,6.89
1.21,0.54,5.90
-3.10,-4.65,5.09
-2.41,-2.06,3.11
-5.00,-5.17,7.16
-2.41,-3.27,4.91
-9.15,11.28,5.99
-9.15,8.34,4.91
-8.29,10.24,6.44
-7.77,2.79,0.86
-7.08,3.83,0.41
-8.29,6.61,3.11
-8.63,8.51,4.82
-9.50,9.90,5.27
-10.36,7.65,3.83
-6.04,-5.17,9.59
-2.59,-6.04,9.23
-4.31,-5.69,9.68
-5.52,-5.00,9.95
-5.52,-5.35,10.31
-5.87,-5.35,9.86
-5.69,-5.35,10.31
-5.87,-5.35,9.77
-5.00,-4.83,10.13
-4.66,-5.35,9.77
-2.76,-5.00,9.95
-5.87,-1.19,8.78
-10.88,7.65,5.99
-8.80,2.97,5.99
-6.56,-5.17,9.50
-8.98,-2.92,9.86
-2.93,-5.17,9.86
-5.87,-3.96,10.31
-5.69,-1.19,9.86
-3.10,-6.04,9.50
-5.52,-5.69,10.04
0.35,-5.17,9.95
0.18,0.02,9.95
-3.10,0.89,10.49
-5.00,0.02,10.04
-2.24,0.37,7.34
1.39,0.37,6.53
-4.66,0.02,10.04
-3.62,-3.61,6.80
0.18,0.02,5.00
0.52,3.49,9.41
0.18,0.02,5.00
1.04,0.37,6.08
-2.76,-4.48,5.00
-4.66,-3.27,6.62
0.35,0.02,5.63
-0.69,-5.52,9.59
-4.49,-5.69,8.06
1.21,0.37,6.08
1.04,0.54,6.17
0.18,0.02,5.09
-0.86,-1.36,4.82
-0.69,-0.84,4.82
-4.14,-4.31,6.71
-2.41,-3.09,4.73
-5.69,-0.32,5.27
-0.69,-1.36,4.91
1.04,0.54,6.17
-5.52,-5.35,7.79
-5.00,-5.17,6.53
-0.86,-0.32,4.73
0.70,0.72,5.00
-0.69,0.89,5.18
-1.55,-0.50,5.09
0.52,-6.56,5.36
-3.10,-6.21,7.34
0.35,0.72,5.00
-1.55,-3.09,4.91
0.70,0.72,5.00
-5.00,0.20,5.18
-1.72,-2.75,4.55
-7.25,-0.32,5.09
-5.35,-0.15,5.09
-10.36,0.72,5.99
-1.72,-2.92,5.00
-1.55,-2.92,5.00
-11.74,0.54,5.00
-1.89,-2.23,4.64
-1.55,0.02,4.91
-0.51,-1.02,4.91
0.52,0.37,6.08
0.35,0.02,5.63
0.18,0.02,5.27
0.18,0.02,5.00
0.35,5.05,9.95
0.35,5.05,9.95
0.52,5.22,10.13
-0.86,5.57,9.59
-1.38,4.18,6.35
-1.03,7.47,9.50
-4.83,5.05,9.95
-2.76,6.78,9.86
-3.79,5.39,8.60
-4.49,5.22,9.95
-1.20,5.39,10.40
-4.31,5.22,10.13
0.52,5.22,10.13
-0.51,6.78,11.21
-6.04,4.70,9.23
0.35,5.05,9.95
0.35,5.05,9.95
0.01,4.35,9.68
0.52,6.61,10.13
0.01,4.35,9.68
0.18,3.31,9.41
0.87,5.91,10.40
0.70,4.18,9.77
0.18,-0.15,5.00
-1.72,0.54,5.18
-1.20,-0.67,5.09
0.52,0.37,4.55
5.19,0.02,5.36
-1.72,-3.44,4.28
-0.69,1.24,4.73
0.87,-0.84,5.27
0.35,0.37,7.25
0.18,5.05,9.95
0.01,4.87,9.50
0.52,6.95,10.31
0.35,5.05,9.95
0.18,5.05,9.95
0.01,6.78,10.04
0.87,6.26,9.68
1.39,6.26,9.14
2.77,4.35,5.99
8.30,0.02,5.27
6.74,0.02,5.54
4.67,4.53,10.13
0.70,6.78,9.77
-0.17,6.95,9.86
0.52,5.22,10.22
0.35,5.05,9.95
0.01,6.95,10.04
0.35,7.13,10.13
0.35,6.78,10.22
0.52,6.95,10.31
3.46,4.01,5.99
5.36,2.10,8.15
0.18,0.02,5.00
0.01,-0.15,5.27
0.35,0.20,5.45
-0.17,-0.32,7.43
1.21,0.89,4.91
0.70,0.72,4.91
-4.31,-6.04,8.42
-3.28,-4.48,4.55
-1.55,-1.36,4.64
1.04,0.54,6.26
0.35,0.37,6.08
-0.69,0.37,5.00
-0.69,0.89,5.36
-0.51,0.89,5.27
0.70,0.72,4.91
0.35,0.72,5.36
2.08,0.72,6.08
2.08,0.72,5.81
1.56,0.72,5.54
1.04,1.06,4.91
0.87,-0.50,4.28
0.70,1.41,0.77
0.35,0.54,0.14
2.25,-2.40,3.74
0.52,0.54,4.91
-1.03,-0.50,4.28
2.42,-0.67,4.37
-0.17,0.02,5.00
-0.34,0.72,5.36
1.91,0.54,5.45
1.04,1.41,6.17
0.70,0.54,4.82
0.52,0.20,5.36
0.70,0.72,5.00
5.01,-3.44,2.75
0.18,0.37,3.29
-1.03,-4.13,4.46
0.52,-3.44,1.85
0.35,0.37,4.91
-1.55,-5.35,4.91
-6.21,-0.32,-0.85
-10.53,8.51,2.84
-9.50,5.74,0.95
-5.87,0.20,-0.40
-6.90,0.20,0.05
-5.18,0.02,0.05
-3.79,-0.84,-0.49
-1.72,-0.50,-0.22
-3.45,-2.23,-0.49
0.01,-0.50,-0.04
-7.25,0.20,-0.40
-5.00,0.02,0.05
-4.83,0.20,0.05
-5.18,0.54,-0.04
-5.18,-0.32,5.18
2.08,1.93,6.89
2.25,1.76,7.16
-0.51,5.05,5.72
0.35,5.39,5.27
0.70,1.76,5.27
-3.45,-1.19,4.55
2.08,2.10,7.16
-0.34,2.62,5.45
-0.69,3.14,4.82
2.77,-1.54,1.94
0.70,0.89,5.00
0.52,0.72,5.00
0.35,0.54,5.00
-2.07,-3.44,5.00
0.52,0.72,5.00
0.70,-1.19,5.18
2.94,0.89,3.20
2.25,1.24,3.02
-0.86,0.72,5.18
2.08,1.24,3.47
-1.89,-2.75,3.47
0.52,0.54,5.00
-4.31,-1.54,4.82
-5.18,0.02,5.27
-8.80,9.55,5.36
-9.67,8.34,4.28
-4.83,0.20,5.36
-12.09,2.62,3.02
-9.50,7.47,4.28
-7.08,0.37,5.36
-3.79,-1.54,4.82
-6.73,-0.15,-0.49
-5.69,1.58,-0.22
-5.87,1.76,2.48
-2.41,-5.69,9.23
-2.59,-5.87,9.32
-1.55,-6.21,5.45
-2.93,-3.96,5.36
1.21,0.37,6.08
-2.93,-4.65,4.91
0.35,0.54,5.00
-2.07,-3.09,4.01
1.04,-0.67,1.67
0.01,0.20,4.91
0.52,0.89,5.00
0.70,3.66,5.63
0.35,0.54,5.00
-0.69,-1.71,4.37
2.25,1.76,5.45
-0.17,-0.15,5.09
1.21,0.72,5.09
0.35,0.02,5.27
-1.89,-1.71,7.61
-1.72,-4.31,8.06
-10.53,4.53,6.98
-3.10,-5.69,9.41
-2.76,-6.04,9.23
-2.41,-6.21,8.96
-0.34,-8.29,7.43
-4.31,-5.69,6.98
-0.34,-0.67,4.91
-1.89,-1.02,6.17
1.04,0.54,5.81
-1.38,-0.32,6.62
-1.20,0.02,5.00
-1.72,0.02,4.64
-0.69,5.91,8.78
1.21,0.37,6.53
-5.52,-4.65,7.43
0.87,0.37,5.63
-0.69,0.02,7.70
-1.55,0.02,4.82
1.91,0.72,4.82
4.50,0.20,5.09
1.04,0.54,6.53
-3.28,-6.56,6.98
0.70,1.76,2.12
0.01,1.24,0.32
-3.97,-2.06,-0.31
1.56,1.24,2.21
0.52,0.37,0.14
0.18,0.54,0.14
1.21,0.89,0.14
-1.55,2.97,3.56
-1.72,-3.61,4.91
-0.86,-5.35,5.27
-1.03,-5.17,5.36
-1.20,0.89,5.72
-2.76,-4.65,4.73
-0.86,0.02,4.64
0.52,0.02,5.81
2.25,0.54,4.91
0.01,5.05,8.42
-0.17,-0.32,7.43
0.87,0.37,5.63
0.18,3.31,9.23
-0.86,0.72,5.45
0.01,0.89,0.23
-0.69,-0.50,4.64
1.39,0.72,0.05
-4.49,-3.96,-0.13
-3.28,-2.92,-0.22
1.04,0.02,0.05
0.70,0.20,0.05
0.01,0.02,0.05
0.01,0.02,0.05
0.01,0.02,0.05
-1.20,1.58,0.59
-2.76,-4.48,5.00
-1.03,-1.54,1.40
0.01,0.02,0.05
1.21,0.72,4.91
0.70,0.72,5.00
-2.41,-2.92,4.37
0.70,0.89,5.00
1.56,0.89,4.91
2.42,1.24,7.07
0.52,0.72,5.00
0.35,-0.15,5.09
0.70,0.72,4.91
-2.24,-3.61,5.09
-0.51,-0.15,6.35
-4.49,0.89,9.86
-0.17,-5.69,9.95
-2.59,-7.25,9.32
-2.41,-6.39,9.32
-6.21,-5.17,8.96
-5.00,-7.08,9.23
-2.24,-8.12,8.78
-2.59,-6.56,9.23
-1.55,-8.12,6.62
-0.69,-5.87,5.09
-1.55,-5.52,5.18
-5.52,-0.32,5.09
-9.84,10.76,5.36
-7.94,3.83,2.93
1.04,0.72,0.14
-3.10,-1.71,3.65
-1.72,-3.79,4.91
-2.59,-1.36,2.48
-1.20,-5.00,5.27
0.52,0.54,5.00
-2.59,-4.65,5.18
-4.66,-5.69,10.13
-1.89,-3.27,5.09
1.39,0.89,4.91
1.21,0.37,6.53
-1.55,-6.04,9.14
-0.17,-5.52,5.00
1.21,0.54,6.26
-4.31,-4.13,7.88
-1.03,-8.12,5.36
-5.87,-4.83,7.79
-0.86,-0.67,5.27
-3.62,0.89,4.91
-0.17,0.54,4.64
1.91,-2.23,5.63
0.52,-1.71,3.83
0.01,-3.09,1.94
-2.59,-1.54,-0.04
0.01,0.02,4.91
-5.35,-5.35,7.79
1.39,0.89,4.91
0.52,0.72,5.00
3.81,-2.23,2.84
0.01,0.02,5.00
1.91,1.24,5.00
0.35,4.87,4.28
-1.38,1.24,5.09
1.21,6.61,9.86
0.18,7.30,10.04
0.70,4.35,6.35
-1.03,2.28,5.27
2.25,1.58,6.08
2.42,1.58,6.35
0.01,5.05,4.91
1.39,0.54,6.80
1.39,0.20,5.00
2.42,0.89,5.63
0.35,0.02,5.63
1.21,0.37,6.53
0.35,0.02,5.27
0.18,0.02,5.00
0.01,1.24,8.51
0.01,3.31,9.23
1.21,0.37,6.53
1.39,0.72,5.00
1.21,0.37,6.08
1.21,0.54,6.17
-3.10,-5.69,9.41
-5.87,-6.04,10.13
-0.51,-6.39,10.13
0.01,-5.69,9.95
-2.59,-8.12,9.41
1.21,0.54,6.26
-3.10,-6.21,9.32
-2.93,-6.04,9.32
-6.39,-6.04,9.77
-5.00,0.02,10.04
-5.18,0.20,9.95
0.18,0.02,5.00
0.01,0.02,5.99
0.35,5.05,9.95
0.01,0.02,5.00
0.35,5.05,9.95
0.01,4.35,9.68
0.01,0.02,5.00
0.35,0.02,5.63
2.25,0.54,5.72
-1.03,-0.32,4.55
0.70,0.20,5.81
2.25,0.89,5.99
1.39,0.89,4.91
0.01,0.02,4.91
0.70,0.89,5.00
-4.66,-5.35,3.74
-4.49,4.87,3.02
-1.89,-2.58,4.19
-5.69,4.18,3.92
-12.09,0.02,5.45
-9.50,0.72,5.45
-2.59,-2.75,4.73
-7.77,-0.50,4.46
-9.15,2.45,4.64
-0.69,7.65,5.45
0.35,3.83,5.72
-2.93,7.65,7.70
-5.00,4.87,9.95
-7.42,5.39,9.68
-1.72,5.39,9.32
0.52,5.22,10.13
-1.55,4.87,8.60
0.52,5.74,10.58
0.52,5.22,10.13
0.35,5.05,9.95
0.35,5.05,9.95
0.18,0.02,5.00
0.52,5.22,10.13
-0.51,0.02,5.63
-0.17,3.66,9.50
1.39,0.72,5.00
-0.86,-1.36,4.91
0.52,-0.32,4.55
0.35,5.05,9.95
0.18,5.57,9.77
-0.86,4.01,9.68
-0.86,4.70,9.23
0.18,7.47,9.68
-3.97,4.87,4.55
-3.28,6.26,2.57
-1.20,4.87,4.82
0.18,-0.32,5.90
-2.59,5.91,4.28
0.52,4.87,5.54
0.52,5.22,10.13
0.35,5.05,9.95
